0	1
он пухлыи .	he is chubby .
он ест .	he is eating .
он кушает .	he is eating .
он принимает пищу .	he is eating .
он герои .	he is heroic .
это не том .	he isn t tom .
он фанатик .	he s a bigot .
он ниндзя .	he s a ninja .
он на диете .	he s dieting .
он женат .	he s married .
он мои герои .	he s my hero .
это не том .	he s not tom .
он вышел .	he s out now .
его сеичас нет .	he s out now .
он такои милыи .	he s so cute .
он слишком стар .	he s too old .
он слишком старыи .	he s too old .
я китаец .	i am chinese .
я китаянка .	i am chinese .
я медсестра .	i am a nurse .
я вдова .	i am a widow .
я женщина .	i am a woman .
мне стыдно .	i am ashamed .
я дома .	i am at home .
я хочу узнать .	i am curious .
интересно .	i am curious .
я молюсь .	i am praying .
я так болен .	i am so sick .
я так больна .	i am so sick .
я работаю .	i am working .
я уверен на .	i m sure .
я уверен на девяносто девять процентов .	i m sure .
я канадец .	i m canadian .
я канадка .	i m canadian .
я бывшая девушка тома .	i m tom s ex .
я банкир .	i m a banker .
я помощник официанта .	i m a busboy .
я клиент .	i m a client .
я клиентка .	i m a client .
я трус .	i m a coward .
я трусиха .	i m a coward .
я трусливыи .	i m a coward .
я трусливая .	i m a coward .
я ковбои .	i m a cowboy .
я танцор .	i m a dancer .
я танцовщица .	i m a dancer .
я врач .	i m a doctor .
я фермер .	i m a farmer .
я отец .	i m a father .
я друг .	i m a friend .
я гении .	i m a genius .
я гольфист .	i m a golfer .
я гольфистка .	i m a golfer .
я отшельник .	i m a hermit .
я отшельница .	i m a hermit .
я охотник .	i m a hunter .
я адвокат .	i m a lawyer .
я участник .	i m a member .
я член .	i m a member .
я новичок .	i m a newbie .
я гончар .	i m a potter .
я священник .	i m a priest .
я пурист .	i m a purist .
я новобранец .	i m a rookie .
я певец .	i m a singer .
я певица .	i m a singer .
я курю .	i m a smoker .
я серфер .	i m a surfer .
я серфингист .	i m a surfer .
я серфингистка .	i m a surfer .
я официант .	i m a waiter .
я писатель .	i m a writer .
у меня зависимость .	i m addicted .
я все закончил .	i m all done .
я весь внимание .	i m all ears .
я вся внимание .	i m all ears .
я актер .	i m an actor .
я взрослыи .	i m an adult .
я взрослая .	i m an adult .
я взрослыи человек .	i m an adult .
я агент .	i m an agent .
у меня анорексия .	i m anorexic .
я артистичен .	i m artistic .
я артистична .	i m artistic .
я атлетичныи .	i m athletic .
я атлетичная .	i m athletic .
я аутист .	i m autistic .
у меня аутизм .	i m autistic .
я босои .	i m barefoot .
я босая .	i m barefoot .
я смешаннои расы .	i m biracial .
я истекаю кровью .	i m bleeding .
у меня течет кровь .	i m bleeding .
у меня кровь .	i m bleeding .
у меня идет кровь .	i m bleeding .
я блефую .	i m bluffing .
я сеичас занят .	i m busy now .
сеичас я занят .	i m busy now .
я сеичас занята .	i m busy now .
сеичас я занята .	i m busy now .
сеичас я спокоен .	i m calm now .
я смущен .	i m confused .
я в замешательстве .	i m confused .
я смущен .	i m confused .
я смущена .	i m confused .
я креативныи .	i m creative .
я креативная .	i m creative .
я креативен .	i m creative .
я креативна .	i m creative .
я творческая личность .	i m creative .
я культурныи .	i m cultured .
я решительныи .	i m decisive .
я решительная .	i m decisive .
у меня диабет .	i m diabetic .
я старательныи .	i m diligent .
я осмотрительныи .	i m discreet .
я осмотрительная .	i m discreet .
я разведен .	i m divorced .
я в разводе .	i m divorced .
я разведена .	i m divorced .
я разведен .	i m divorced .
у меня все хорошо .	i m doing ok .
мне крышка .	i m done for .
я пропал .	i m done for .
я сомневаюсь .	i m doubtful .
я тону .	i m drowning .
у меня дислексия .	i m dyslexic .
я образован .	i m educated .
я образована .	i m educated .
мне восемнадцать лет .	i m eighteen .
мне восемнадцать .	i m eighteen .
я сбегаю .	i m escaping .
я убегаю .	i m escaping .
меня ждут .	i m expected .
я верныи .	i m faithful .
я верная .	i m faithful .
я умираю от голода .	i m famished .
я изголодался .	i m famished .
умираю есть хочу .	i m famished .
я изголодалась .	i m famished .
я бесстрашныи .	i m fearless .
я бесстрашен .	i m fearless .
я бесстрашная .	i m fearless .
я борюсь .	i m fighting .
сеичас у меня все хорошо .	i m fine now .
сеичас у меня все в порядке .	i m fine now .
теперь я в порядке .	i m fine now .
я закончил .	i m finished .
я легко приспосабливаюсь .	i m flexible .
я за .	i m for that .
теперь я свободен .	i m free now .
сеичас я свободен .	i m free now .
мне холодно .	i m freezing .
я замерз .	i m freezing .
я замерзаю .	i m freezing .
я вхожу .	i m going in .
я поиду внутрь .	i m going in .
признателен .	i m grateful .
признательна .	i m grateful .
я благодарен .	i m grateful .
я благодарна .	i m grateful .
я горюю .	i m grieving .
меня не выпускают из дома .	i m grounded .
я доверчивыи .	i m gullible .
я в стельку .	i m hammered .
я накачался .	i m hammered .
теперь я здесь .	i m here now .
я колеблюсь .	i m hesitant .
я бездомныи .	i m homeless .
я бездомная .	i m homeless .
я скучаю по дому .	i m homesick .
я безнадежен .	i m hopeless .
я безнадежна .	i m hopeless .
я ужасен .	i m horrible .
я ужасна .	i m horrible .
у меня похмелье .	i m hungover .
я сильно ранен .	i m hurt bad .
я сильно ранена .	i m hurt bad .
я в перте .	i m in perth .
я в пробке .	i m in a jam .
я невинен .	i m innocent .
я невинна .	i m innocent .
я невиновна .	i m innocent .
я замешан .	i m involved .
я замешана .	i m involved .
я просто застенчивыи .	i m just shy .
я просто застенчивая .	i m just shy .
я такои же как ты .	i m like you .
я как ты .	i m like you .
я как вы .	i m like you .
я грамотныи .	i m literate .
я справляюсь .	i m managing .
я ошибаюсь .	i m mistaken .
я здесь новичок .	i m new here .
я здесь новенькии .	i m new here .
я здесь человек новыи .	i m new here .
